1.01e+06 2.3266 4350
1.13e+06 2.2502 4344
1.26e+06 2.1788 4337
1.44e+06 2.0976 4329
1.6e+06 2.0287 4323
1.79e+06 1.9621 4316
2.03e+06 1.889 4308
2.26e+06 1.827 4300
2.51e+06 1.769 4292
2.85e+06 1.703 4284
3.18e+06 1.6471 4276
3.61e+06 1.5857 4269
4.02e+06 1.5354 4264
4.47e+06 1.4901 4260
5.04e+06 1.4396 4257
5.66e+06 1.3939 4257
6.34e+06 1.3512 4261
7.17e+06 1.3069 4268
7.96e+06 1.2712 4280
8.93e+06 1.2352 4297
1.009e+07 1.2001 4325
1.133e+07 1.1688 4362
1.264e+07 1.1422 4408
1.416e+07 1.1162 4470
1.591e+07 1.0945 4552
1.789e+07 1.0758 4658
2.011e+07 1.0635 4793
2.252e+07 1.0562 4974
2.521e+07 1.0537 5186
2.827e+07 1.0489 5448
3.196e+07 1.0109 5665
3.642e+07 0.92412 5629
3.985e+07 0.89893 5594
4.479e+07 0.89069 5587
5.19e+07 0.88967 5589
5.655e+07 0.88967 5587
6.883e+07 0.89069 5585
7.687e+07 0.89172 5585
8.652e+07 0.89172 5586
9.81e+07 0.89274 5591
1.1199e+08 0.89377 5596
1.2866e+08 0.8948 5604
1.4867e+08 0.89583 5612
1.7267e+08 0.89583 5620
2.0148e+08 0.89686 5622
2.3317e+08 0.8979 5623
2.6486e+08 0.8979 5626
2.9655e+08 0.89893 5627
3.2823e+08 0.89997 5629
3.5992e+08 0.89997 5630
3.9161e+08 0.901 5630
4.233e+08 0.90204 5631
4.5499e+08 0.90204 5632
4.8668e+08 0.90308 5634
5.1836e+08 0.90412 5634
5.8174e+08 0.90516 5636
6.4511e+08 0.90621 5639
7.0849e+08 0.90725 5640
8.0356e+08 0.90934 5644
8.9862e+08 0.91039 5647
1.0254e+09 0.91354 5652
1.1521e+09 0.91564 5657
1.2789e+09 0.91776 5661
1.4373e+09 0.92093 5668
1.5958e+09 0.92412 5674
1.7859e+09 0.92731 5681
2.0077e+09 0.93159 5690
2.2612e+09 0.93697 5700
2.5147e+09 0.94238 5711
2.8316e+09 0.94891 5724
3.1802e+09 0.95769 5739
3.5604e+09 0.96656 5754
4.0041e+09 0.97887 5773
4.4794e+09 0.99363 5792
5.0181e+09 1.0109 5814
5.6518e+09 1.0357 5840
6.3173e+09 1.0659 5864
7.1095e+09 1.1085 5878
7.9651e+09 1.1647 5868
